"","checkout_price","base_price","emailer_for_promotion0","emailer_for_promotion1","homepage_featured0","homepage_featured1","categoryBeverages","categoryBiryani","categoryDesert","categoryExtras","categoryFish","categoryOther Snacks","categoryPasta","categoryPizza","categoryRice Bowl","categorySalad","categorySandwich","categorySeafood","categorySoup","categoryStarters","cuisineContinental","cuisineIndian","cuisineItalian","cuisineThai","city_code456","city_code461","city_code473","city_code478","city_code485","city_code515","city_code517","city_code522","city_code526","city_code541","city_code553","city_code556","city_code561","city_code562","city_code576","city_code577","city_code579","city_code590","city_code593","city_code596","city_code599","city_code602","city_code604","city_code609","city_code614","city_code615","city_code620","city_code628","city_code632","city_code638","city_code647","city_code648","city_code649","city_code651","city_code654","city_code658","city_code659","city_code675","city_code676","city_code679","city_code680","city_code683","city_code685","city_code693","city_code695","city_code698","city_code699","city_code700","city_code702","city_code703","city_code713","region_code23","region_code34","region_code35","region_code56","region_code71","region_code77","region_code85","region_code93","center_typeTYPE_A","center_typeTYPE_B","center_typeTYPE_C","op_area","num_orders"
"checkout_price",1,0.953389070857385,-0.0048176832602308,0.0048176832602308,0.0571844506687018,-0.0571844506687018,-0.485268103784008,0.168013544846835,0.180387854275429,-0.181957011645013,0.243737812328371,-0.127073647085389,0.105383791148783,0.460530598212432,-0.0270195667689989,-0.0697287380439033,-0.0774760652605153,0.455557662171018,-0.120754274358956,-0.0934818064052394,0.647618916628544,0.031917476166934,-0.186959248780794,-0.459606283188471,-8.96540596426786e-05,0.00418814544776306,0.00534557314225839,-0.00589790233787098,0.00189393247424147,-0.00914584915847136,-0.00300947929005081,-0.00143915662756538,0.00434104786658598,-0.00465270980721042,-0.00314761268671057,0.00866550424271382,0.00820802963222857,0.00940169584364825,0.00286699882335771,-0.00124280937301636,-0.00176458964502196,-0.00404564866931748,-0.0015536844629557,0.00300607243879404,-0.00845803772056951,0.00980853184343686,-0.00516022998063821,0.00413504129544942,-0.00567196152439525,0.0116762098948535,0.00100299654702849,0.00870454289061327,-0.00603972751401396,-0.00351293523137143,-0.00477603035084134,0.00930387959313383,0.0013344015628692,0.00878213457662101,-0.00690668219303362,0.00328090044249939,0.00960280248621025,0.0014946431378978,0.00296653673145445,-0.00199059487785484,-0.00184096784215742,-0.00396298436712667,0.00126321320792158,-0.0102702160894214,-0.00358450685373696,-0.00521054332960298,-0.00870325501614468,0.00270041703904301,0.00131658136312622,-0.00109846697079627,-0.00106398763023627,-0.00521054332960298,0.0118164517711422,0.00131658136312622,-0.0139027149921892,0.00300607243879404,0.00931959520843523,-0.00968290347100397,0.00413504129544942,0.00425043166953401,0.0217398865473012,-0.0263781553996934,0.0215692744455798,-0.282108351680799
"base_price",0.953389070857385,1,-0.171172548284481,0.171172548284481,-0.057156367836206,0.057156367836206,-0.494109349729054,0.144512910826738,0.183131682590846,-0.162457797493473,0.22821245695239,-0.131799536593303,0.116831191676742,0.504121976956715,-0.0258226529754081,-0.0861150576825453,-0.0853721847847198,0.484380133738963,-0.129055517278658,-0.11545048715473,0.682472882842284,0.0332323433415783,-0.202578045999272,-0.478318271140552,6.30964158518502e-05,0.00241600357618504,0.00447668820696612,-0.00478321818699315,0.00116060446488761,-0.00873334764193447,-0.00206589795864218,-0.000546837804721656,0.000967759815068906,-0.00376052419454783,-0.00473726130106818,0.00666326789839308,0.00719666431059424,0.00786594055323796,0.00138101410245575,-0.000529564093752391,-0.00177231875020781,-0.00278774557729601,-0.00111793355001058,0.00389374746025811,-0.00788601884784753,0.00814551440074267,-0.00161389447778291,0.00363808703362951,-0.00478080804450882,0.00983403768900054,0.000430531176278756,0.00657034850312973,-0.00629231894859491,-0.00168777848406465,-0.00278852677284133,0.00739380468374984,0.000461265251984091,0.00667048533261394,-0.00495514995932298,0.00326172076263058,0.00821324392480501,0.00264710442838835,0.00181373506536399,-0.00210626806381851,-0.00174291424408913,-0.00366088944926452,0.000676653370546973,-0.00966986084534285,-0.00276788207865863,-0.00302425186860208,-0.00729688502354334,0.00351240011099995,0.00056438003823433,0.000159615205267233,6.54660402253373e-05,-0.00302425186860208,0.00688140801777175,0.00056438003823433,-0.00866182047943333,0.00389374746025811,0.00645665950498761,-0.00766624874700685,0.00363808703362951,0.00410764670428769,0.0173948800845091,-0.0219518633682404,0.0180311538493933,-0.222306138140631
"emailer_for_promotion0",-0.0048176832602308,-0.171172548284481,1,-1,0.390533756580782,-0.390533756580782,0.0675656970614832,0.0646249058609802,0.0187655900095025,0.051999124110349,0.0372387788384571,0.0565914583311935,-0.0141658513101543,-0.206913841457174,-0.0115458800748043,0.00773882005735182,-0.049495055733217,-0.0944568168609436,0.0502196612152457,0.0343074581270776,-0.16555622593204,0.0521902321839751,-0.0111453585658823,0.117787426169519,0.00599771711322232,-0.00505227108716886,-0.00319748027880756,-0.00696304765281423,-0.00371337669185999,-0.00751622135050887,0.00801298009105075,0.00864167922533542,-0.0108115748537787,-0.00939587472130308,-0.00452824337561043,-0.00280297573723876,-0.00346604576387927,-0.00276928747667153,-0.00719609784917257,0.00447154505598857,0.00715112730926772,0.0143153976676085,-0.00766380934200229,0.00390027328405404,0.00570440286431972,-0.00395815022008674,0.00750663188493251,-0.00538842966494552,0.00683749836264879,-0.00482192952402949,-0.00416637143401062,-0.00327727370372288,-0.00745947791175845,0.0102123021758533,0.00425450791743345,-0.00383023087009676,-0.00596914085211339,-0.00261946859321192,0.00352687428848003,-0.00643813759803614,-0.00250949775915717,-0.00564278809580286,-0.00809494043453371,0.00648364626283135,-0.00189417767615064,-0.00630871620915645,0.00708648656572884,-0.00909014765192338,-0.00653344829761865,0.00490875967843541,0.00463367813964361,0.00639600523377165,-0.00682329724971919,0.00608136269655119,0.00667178381617075,0.00490875967843541,-0.0257882272432642,-0.00682329724971919,0.034753477022786,0.00390027328405404,-0.0202844450151149,0.010525070477867,-0.00538842966494552,0.00304222132125107,0.00506371715884258,-0.00859994761519114,0.0194622752482394,-0.277146864310116
"emailer_for_promotion1",0.0048176832602308,0.171172548284481,-1,1,-0.390533756580782,0.390533756580782,-0.0675656970614832,-0.0646249058609802,-0.0187655900095025,-0.051999124110349,-0.0372387788384571,-0.0565914583311935,0.0141658513101543,0.206913841457174,0.0115458800748042,-0.00773882005735188,0.049495055733217,0.0944568168609436,-0.0502196612152457,-0.0343074581270776,0.16555622593204,-0.0521902321839751,0.0111453585658823,-0.117787426169519,-0.00599771711322231,0.00505227108716887,0.0031974802788075,0.00696304765281423,0.00371337669186,0.00751622135050888,-0.00801298009105073,-0.0086416792253354,0.0108115748537787,0.00939587472130309,0.00452824337561044,0.00280297573723877,0.00346604576387928,0.00276928747667154,0.00719609784917252,-0.00447154505598856,-0.00715112730926772,-0.0143153976676085,0.0076638093420023,-0.00390027328405404,-0.00570440286431972,0.00395815022008674,-0.00750663188493249,0.00538842966494552,-0.00683749836264878,0.0048219295240295,0.00416637143401061,0.00327727370372288,0.00745947791175845,-0.0102123021758533,-0.00425450791743346,0.00383023087009677,0.00596914085211339,0.00261946859321192,-0.00352687428848002,0.00643813759803615,0.00250949775915717,0.00564278809580287,0.00809494043453373,-0.00648364626283134,0.00189417767615063,0.00630871620915645,-0.00708648656572883,0.00909014765192338,0.00653344829761866,-0.0049087596784354,-0.0046336781396436,-0.00639600523377165,0.00682329724971919,-0.00608136269655119,-0.00667178381617074,-0.0049087596784354,0.0257882272432643,0.00682329724971919,-0.0347534770227859,-0.00390027328405404,0.0202844450151149,-0.0105250704778671,0.00538842966494552,-0.00304222132125109,-0.00506371715884266,0.00859994761519117,-0.0194622752482393,0.277146864310116
"homepage_featured0",0.0571844506687018,-0.057156367836206,0.390533756580782,-0.390533756580782,1,-1,-0.00949948447424144,0.0741069444017921,-0.00481757558032125,0.0504236854138408,0.0334937530516596,-0.045816483156997,-0.022972106536725,-0.107387500487597,0.0186112395212631,0.0391987332950489,-0.00428456916008858,-0.0257242572924361,0.038732520303945,0.0307398925517633,-0.0713201729665379,0.0593707022066335,0.0497363269050276,-0.0407827075187115,-0.0193441791451954,0.00492671280537002,0.000709385236357528,0.00749425742621384,0.00371195175261337,0.00490384509477677,-0.00367957021664495,0.00443097270943368,0.0149919640538835,0.00799721711869233,-0.0169404776512936,-0.00724432289636246,0.00564559527958031,-0.00307259549859405,0.00502866495342893,-0.0012747435545337,-0.0227576118213145,0.0111604951898885,0.00410257184531704,-0.0119747882446109,-0.00743576976646711,-0.00439334425652122,-0.00209076455313969,0.0010563875515164,0.0143297960483141,0.00108302966355433,0.00251876394389992,-0.00294297591755983,-0.00177898477571887,-0.0112721022622542,-0.00313093106932909,0.0159177663645127,0.0010053749052044,0.00905095209491741,-0.00923889418123072,-9.34377987556136e-05,-0.00178139538843534,-0.0168604043913963,0.00679510029093267,0.00125619965119662,0.0105688504002144,0.00920329120657985,0.00392483097204131,0.0014912276063319,0.0036940160480158,-0.00967617676323757,-0.000301681207239309,-0.0191519526037717,0.00900102199629525,-0.00990678300284466,-0.0147655719841296,-0.00967617676323757,0.014715483230634,0.00900102199629525,-0.0171654990668466,-0.0119747882446109,0.00770371956472242,0.00154931042962053,0.0010563875515164,-0.0240349080730737,-0.00187742568031889,0.0306013561073837,-0.0414982867936732,-0.29449023206866
"homepage_featured1",-0.0571844506687018,0.057156367836206,-0.390533756580782,0.390533756580782,-1,1,0.00949948447424147,-0.0741069444017921,0.00481757558032124,-0.0504236854138408,-0.0334937530516596,0.045816483156997,0.022972106536725,0.107387500487597,-0.0186112395212631,-0.0391987332950489,0.00428456916008856,0.025724257292436,-0.038732520303945,-0.0307398925517633,0.0713201729665378,-0.0593707022066336,-0.0497363269050276,0.0407827075187114,0.0193441791451954,-0.00492671280537002,-0.000709385236357525,-0.00749425742621384,-0.00371195175261337,-0.00490384509477661,0.00367957021664494,-0.0044309727094337,-0.0149919640538834,-0.00799721711869233,0.0169404776512936,0.00724432289636245,-0.00564559527958032,0.00307259549859405,-0.00502866495342893,0.0012747435545337,0.0227576118213145,-0.0111604951898886,-0.00410257184531704,0.0119747882446109,0.0074357697664671,0.00439334425652122,0.00209076455313968,-0.0010563875515164,-0.0143297960483142,-0.0010830296635543,-0.00251876394389992,0.00294297591755982,0.00177898477571887,0.0112721022622542,0.00313093106932908,-0.0159177663645127,-0.0010053749052044,-0.00905095209491742,0.00923889418123071,9.34377987556158e-05,0.00178139538843534,0.0168604043913963,-0.00679510029093268,-0.00125619965119663,-0.0105688504002144,-0.00920329120657985,-0.00392483097204131,-0.00149122760633191,-0.0036940160480158,0.00967617676323756,0.000301681207239306,0.0191519526037717,-0.00900102199629525,0.00990678300284465,0.0147655719841298,0.00967617676323756,-0.014715483230634,-0.00900102199629525,0.0171654990668465,0.0119747882446109,-0.00770371956472242,-0.00154931042962054,-0.0010563875515164,0.0240349080730737,0.00187742568031892,-0.0306013561073836,0.0414982867936732,0.29449023206866
"categoryBeverages",-0.485268103784008,-0.494109349729054,0.0675656970614832,-0.0675656970614832,-0.00949948447424144,0.00949948447424147,1,-0.135649111743106,-0.163339965525045,-0.109147315621038,-0.0942380349814068,-0.163593042779044,-0.158520086624508,-0.174513400465786,-0.175278798382735,-0.161139267203718,-0.174947417230898,-0.156136032268863,-0.105412183509282,-0.165259087957014,0.0438928336523809,-0.0254515604498848,-0.0115816553413409,-0.00507891063138895,-0.00799409070938512,0.00426620441779659,0.00298573715152312,0.00839495956519298,0.0050435343796027,0.0119246441054864,-0.00940902021750246,-0.0115112099206737,0.0127656918221433,0.0139299278560392,0.00548305387599556,0.00162028469553117,0.000667917874404525,0.000328230657498553,0.00442526589295019,-0.00414039640460808,-0.00830507774297534,-0.0114360553446706,0.0100613459973572,-0.00208419468357954,-0.00333177830656119,-0.000115545805660625,-0.00883541278609903,0.00435903780511819,-0.00831953758979935,-0.00313270733888796,0.00483321882072544,0.00158774233429398,0.00795573034721087,-0.0129655544227583,0.00163601200933302,0.0002145197585179,0.00586351212610168,0.00245750372427969,-0.00107691271961632,-5.20057448848263e-05,0.000998318921840048,0.00395244888442725,0.00606176093404606,-0.00725259804859733,0.00841757670907775,0.00863055964829164,-0.00964743164609661,0.0158692032672973,0.00995158297561852,-0.00489600345001731,-0.000392935234171625,-0.00829438404863176,0.00883755586762102,-0.00849455528558812,-0.00776965242241864,-0.00489600345001731,0.0206959581449674,0.00883755586762102,-0.0349534381234799,-0.00208419468357954,0.0244519449528097,-0.00925105095612403,0.00435903780511819,-0.00964479781139255,-0.018841173354787,0.0299946605427755,-0.0362953210424063,0.0861098810342252
"categoryBiryani",0.168013544846835,0.144512910826738,0.0646249058609802,-0.0646249058609802,0.0741069444017921,-0.0741069444017921,-0.135649111743106,1,-0.0569399438537565,-0.0380485082341793,-0.0328511666050704,-0.0570281660141267,-0.0552597449318561,-0.0608349780919135,-0.0611017940807427,-0.0561727853787773,-0.0609862753580646,-0.0544286689565534,-0.0367464495980939,-0.0576089456083095,-0.117221343405024,0.380029444487661,-0.131996641567271,-0.128539722137753,0.00339623693389279,-0.00370497959954303,0.00559110644599657,-0.00775883056396411,0.00342537498775708,-0.00508587585619991,0.00234376559564926,0.00270047151084841,-0.000331741783577257,-0.0130503301019857,0.000918841363896622,0.0063855285538562,0.00178663565624745,0.00362069244191181,0.00773871178175223,-0.00291641565617638,0.00703445672942682,-0.00129514887042832,-0.00241657279361818,0.000620600218422194,0.00115093442854901,0.00677796721751337,-0.00359251363430331,-0.000598758430050988,0.00354879517770744,0.00326795548626115,0.00513401071611765,0.00610877450158422,-0.00511925504030009,0.00632438693504974,-0.012699339546803,0.00781818735980079,-0.00372302259440122,0.011065817349482,-0.00487096619789113,0.000341055821843945,0.00596677794356449,-0.000573364354210419,0.000910424927470177,0.000428619919289323,-0.00555997333490818,-0.00346034724586723,0.00861130058720718,-0.012524505461605,-0.00917433589060499,-0.00675742835255873,-0.0121011914711168,0.00673625660640034,-0.00797214475296992,-0.0011213798881708,0.00239220312988578,-0.00675742835255873,0.00147969743479896,-0.00797214475296992,0.00208887873917908,0.000620600218422194,0.00263097063529468,-0.00442265394682186,-0.000598758430050988,0.0116206044511707,0.0276035034955946,-0.0409407816077614,0.0413612039412912,-0.126995601338179
"categoryDesert",0.180387854275429,0.183131682590846,0.0187655900095025,-0.0187655900095025,-0.00481757558032125,0.00481757558032124,-0.163339965525045,-0.0569399438537565,1,-0.0458155747825312,-0.0395572691319328,-0.0686696621231462,-0.066540242808121,-0.0732535812181981,-0.0735748639295763,-0.0676396675902417,-0.0734357636882457,-0.0655395143889643,-0.0442477192323045,-0.0693689996836538,-0.141150428075318,0.457607097926842,-0.158941895055317,-0.154779294259895,-0.00296436528211429,0.0026599482555867,0.00010479081982743,0.00444236973716592,0.00196979120570448,0.00133937058250301,-0.00295066605485071,-0.00299021552475193,0.0112998291069522,0.00589844265701311,0.00147527806305586,0.00121986258886917,0.00102530687608694,0.00126175799411535,0.00599703464250909,-0.00159377030373763,-0.00096185744157202,-0.00656865831810255,-0.00195406073343331,-0.00136346765068084,0.000461621227912906,0.00182480564547352,-0.00483159478005769,0.00168079255058529,-0.00983071619578437,0.000945990407264651,0.000900028353680439,0.00110872058495116,0.00145668574617103,-0.0068621491831969,-0.00215200233782994,0.0014212006768953,0.000433221154345956,0.00303744154332905,-0.00239491087589548,-0.00111680824719405,0.00098581827509555,0.00131063156453816,0.00392374901096847,-0.00179895478398797,0.0049588286712756,-0.001904391138704,-0.00165215432937797,0.00500764576622061,0.00385557022066425,-0.00264137399181513,0.000597848162024169,-0.00177083547646495,-0.00131954784027382,-0.00225016209045219,-0.00115535681237002,-0.00264137399181513,0.0145938677276233,-0.00131954784027382,-0.0155623207996934,-0.00136346765068084,0.0081662735651824,-0.00632455130346453,0.00168079255058529,-0.00205328047581687,-0.00126354051793263,0.00369465505091354,-0.000535341827111577,-0.129375967438006
"categoryExtras",-0.181957011645013,-0.162457797493473,0.051999124110349,-0.051999124110349,0.0504236854138408,-0.0504236854138408,-0.109147315621038,-0.0380485082341793,-0.0458155747825312,1,-0.0264330271233434,-0.0458865609604645,-0.0444636366851988,-0.0489496353442548,-0.0491643234359882,-0.0451982962237264,-0.0490713736309928,-0.0437949282018495,-0.0295672878406415,-0.0463538735204804,-0.0943197843446305,-0.1001198954083,-0.106208429328637,0.296005838517401,0.023093599286622,-0.0197836514087188,-0.0199429735268431,-0.0184510088711373,-0.0196948045337397,-0.0185695451679597,0.0371281042101848,0.0338804896380535,-0.0568001053103074,-0.0174594106664114,-0.0194047119351575,-0.0199946658833084,-0.0199274410167776,-0.0200856806492422,-0.0280710383634311,0.0269321342489834,0.024179831857947,0.0632149441286279,-0.0272405833857681,-0.0108372170472497,0.0194678442865942,-0.0202886241479261,0.0359852898717448,-0.0197105110322434,0.028391962824419,-0.0200067092037412,-0.019729691733906,-0.02016265154318,-0.0189480836135502,0.0405187702071044,0.0374720761059784,-0.0203445629050452,-0.0193710421592068,-0.0201489881964266,0.0197079519232154,-0.0194824714843219,-0.0202818337664811,-0.0197000413549448,-0.0277184236009275,0.024705629105801,-0.0191050428404562,-0.0189553273018137,0.0238752012427318,-0.0177045689627741,-0.0189553273018139,0.0246132088071134,0.00824335390845,0.0155864837244644,-0.018897303655754,0.0252872659124935,0.0234943119535005,0.0246132088071134,-0.102539792193197,-0.018897303655754,0.151942818838898,-0.0108372170472497,-0.0894590104289866,0.0345496115813492,-0.0197105110322434,0.00629078015856652,0.00103609496970111,-0.00854292628308506,0.034731511412515,0.0141248143088926
